StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage," "," _1"," _2"," _3"," _4"," _5"," _6"," _7"," _8"," _9"," _10"," _11"," _12"," _13"," _14"," _15"," _16"," _17"," _18"," _19"," _20"," "," "," "," "," "," _1"," _2"," _3"," "," _1"," _2"," "
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Living in Risley Hall, you may be familiar with certain Risley-specific words/phrases (""the RisLexicon""). List however many of them as you can think of off the top of your head. (If you can’t think of any, you can write ‘None’.)",The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - Risleyite,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - RisOC,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - RisLord,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - InvisiRis,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - RisLifer,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - Monks,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - Virgins,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - TVR,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - CLR,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - Cowcliffes,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - Tammany,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - Eschervator,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - Sub-basement,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - T-Sub,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - RMASD,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - Kommittee,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - El Presidente for Life,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - Grand Vizier/GV,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - Squatting,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - SuperSquatter,What year of university are you in?,How long have you lived in Risley Hall?,"If you will still be an undergraduate at Cornell during the next academic year, do you plan to live in Risley Hall again?","How many Risley programs (e.g. Lost Coffee, Kommittee, shop hours, RA programs) do you attend on an average week?",How many days do you eat in the Risley dining hall on an average week?,Rate your agreement with the following statements: - I feel a sense of belonging in Risley,Rate your agreement with the following statements: - I am a part of the Risley community,Rate your agreement with the following statements: - Being someone who lives in Risley is part of my identity,What is your name? (First name + Last name or initial),Think of the people at Cornell that you consider to be your closest friends and/or with whom you hang out the most. - How many of those people currently reside in Risley?,Think of the people at Cornell that you consider to be your closest friends and/or with whom you hang out the most. - How many of those people reside elsewhere?,List the names of the people in Risley who you are closest to and/or with whom you hang out the most. (First name + Last name or initial)
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID3_TEXT""}","{""ImportId"":""QID1_1""}","{""ImportId"":""QID1_2""}","{""ImportId"":""QID1_3""}","{""ImportId"":""QID1_4""}","{""ImportId"":""QID1_5""}","{""ImportId"":""QID1_6""}","{""ImportId"":""QID1_7""}","{""ImportId"":""QID1_8""}","{""ImportId"":""QID1_9""}","{""ImportId"":""QID1_10""}","{""ImportId"":""QID1_11""}","{""ImportId"":""QID1_12""}","{""ImportId"":""QID1_13""}","{""ImportId"":""QID1_14""}","{""ImportId"":""QID1_15""}","{""ImportId"":""QID1_16""}","{""ImportId"":""QID1_17""}","{""ImportId"":""QID1_18""}","{""ImportId"":""QID1_19""}","{""ImportId"":""QID1_20""}","{""ImportId"":""QID12""}","{""ImportId"":""QID4""}","{""ImportId"":""QID5""}","{""ImportId"":""QID6""}","{""ImportId"":""QID7""}","{""ImportId"":""QID11_1""}","{""ImportId"":""QID11_2""}","{""ImportId"":""QID11_3""}","{""ImportId"":""QID15_TEXT""}","{""ImportId"":""QID16_1""}","{""ImportId"":""QID16_2""}","{""ImportId"":""QID17_TEXT""}"
2022-11-30 05:30:40,2022-11-30 05:35:18,IP Address,*******,100,278,True,2022-11-30 05:35:19,R_2RXoWuhkqJaYET4,*******,*******,*******,*******,*******,*******,anonymous,EN,10,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it","I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I use this term,I use this term,"I am familiar with this term, but do not use it",Sophomore,1-2 years,Yes,5,5,6,6,6,"Rebekah C",5,3,"Thomas M, Aidan H, Minna C, Vera K, Banafsheh H", -1
2022-11-30 06:18:16,2022-11-30 06:20:36,IP Address,*******,100,140,True,2022-11-30 06:20:37,R_1F4EprABjURueZ9,*******,*******,*******,*******,*******,*******,anonymous,EN,boink,I use this term,I use this term,"I am familiar with this term, but do not use it","I am familiar with this term, but do not use it","I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it","I am familiar with this term, but do not use it",I use this term,"I am familiar with this term, but do not use it",Freshman,0-1 years,Yes,4,4,6,6,4,Jesse M,7,1,"", 1
2022-11-30 10:59:29,2022-11-30 11:09:05,IP Address,*******,100,575,True,2022-11-30 11:09:05,R_2PcZTIgn8g4pF2j,*******,*******,*******,*******,*******,*******,anonymous,EN,"RisPoints
Kommittee
RisPurity Points
CLR
Cowcliffes
TVR
RisDining
T-Sub 
RMASD
RisOCs
Risleyites 
Squiddos
(Any squid-related puns)
(Anything Rocky-related, eg. “Rocky Cucumber” but we all know what it really is)",I use this term,I use this term,I use this term,I am not familiar with this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I am not familiar with this term,I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I use this term,I use this term,"I am familiar with this term, but do not use it",Freshman,0-1 years,Yes,6+,5,6,6,6,Catherine T,13,3,"Andi L, Forrest H, Ro Y, Lain N, Anna V, Bella B, Rita K, Jesse M, Tasos S, Sadie H", 13
2022-11-30 07:50:18,2022-11-30 14:39:38,IP Address,*******,100,24559,True,2022-11-30 14:39:38,R_2Cp8olow3zjEJcd,*******,*******,*******,*******,*******,*******,anonymous,EN,"RisLord, Tammany, Cowcliffes, TVR, Kommittee, Kharter, CLR, RisOC, RisDining",I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it","I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I use this term,I am not familiar with this term,"I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it","I am familiar with this term, but do not use it","I am familiar with this term, but do not use it","I am familiar with this term, but do not use it",Senior,2-3 years,N/A (Graduating/transferring),2,5,5,5,5,Julia K,4,3,"Rebekah C, Xinyi H, Vera K", 9
2022-11-30 22:34:04,2022-11-30 22:40:17,IP Address,*******,100,373,True,2022-11-30 22:40:17,R_3k6vooHJnFibP83,*******,*******,*******,*******,*******,*******,anonymous,EN,"Squid, Boink, boink, Unkatunk to, Unkatunk Through, Risdining, Eschervator, Pool, ",I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it","I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I am not familiar with this term,I am not familiar with this term,I use this term,I am not familiar with this term,Sophomore,1-2 years,No,1,2,2,3,1,Nina S,6,3,"Nick C, Marc S, Jacob B, Chloe S, Lily D, Banafsheh H", 8
2022-12-02 09:10:15,2022-12-02 09:17:48,IP Address,*******,100,452,True,2022-12-02 09:17:48,R_DeI3WS6rtLAWEeJ,*******,*******,*******,*******,*******,*******,anonymous,EN,"Lost coffee, tsub, tsub cult, spivo, rocky, the shops, rmasd, mt dance, m&m, virgins, monks, tammy, tvr, dance studio, gm, the alexs,","I am familiar with this term, but do not use it",I am not familiar with this term,I am not familiar with this term,I am not familiar with this term,I am not familiar with this term,"I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I use this term,I am not familiar with this term,I use this term,I use this term,I use this term,I use this term,I am not familiar with this term,"I am familiar with this term, but do not use it",I use this term,I am not familiar with this term,Junior,0-1 years,Yes,2,2,4,4,2,Julianna L,2,10,"Justin X, Melanie G", 16
2022-12-02 18:59:10,2022-12-02 19:05:57,IP Address,*******,100,407,True,2022-12-02 19:05:58,R_Pwg3YTpNLhW42Zj,*******,*******,*******,*******,*******,*******,anonymous,EN,"Kommittee
Pool
TSub
RMASD
SPV
NK4
HMPRLA
BBBBQ
Masquerave
VD Ball
SquidServ
Marc Juice
2nd/3rd Lost
RPC (unless I'm switching the initials)",I use this term,I use this term,"I am familiar with this term, but do not use it",I am not familiar with this term,I am not familiar with this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I am not familiar with this term,I am not familiar with this term,I use this term,I use this term,I use this term,I am not familiar with this term,I use this term,I use this term,I am not familiar with this term,Sophomore,0-1 years,Yes,2,4,4,6,2,Ori B,1,5,"Aidan H, Rebekah C, Minna C, Nick C", 12
2022-12-06 13:31:52,2022-12-06 13:38:53,IP Address,*******,100,421,True,2022-12-06 13:38:54,R_31b0yCLCuxfOCtE,*******,*******,*******,*******,*******,*******,anonymous,EN,"Kommitee, Cowcliffes, Rocky Horror","I am familiar with this term, but do not use it","I am familiar with this term, but do not use it","I am familiar with this term, but do not use it","I am familiar with this term, but do not use it",I am not familiar with this term,"I am familiar with this term, but do not use it","I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I am not familiar with this term,I am not familiar with this term,"I am familiar with this term, but do not use it","I am familiar with this term, but do not use it","I am familiar with this term, but do not use it",I am not familiar with this term,I am not familiar with this term,"I am familiar with this term, but do not use it","I am familiar with this term, but do not use it",Freshman,1-2 years,Yes,2,2,5,5,2,Ashanti B,3,5,"Trinity W, Tasos S", 3
2022-12-06 13:37:23,2022-12-06 13:44:11,IP Address,*******,100,407,True,2022-12-06 13:44:11,R_1hGSxxp5nPMyg1D,*******,*******,*******,*******,*******,*******,anonymous,EN,None,I use this term,I use this term,I use this term,I am not familiar with this term,I am not familiar with this term,"I am familiar with this term, but do not use it","I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I use this term,"I am familiar with this term, but do not use it","I am familiar with this term, but do not use it",I use this term,I am not familiar with this term,I am not familiar with this term,"I am familiar with this term, but do not use it",I am not familiar with this term,Sophomore,0-1 years,Not sure,1,4,5,5,4,Noam W,7,7,"Ivan R, Ella G, Nick C, Marc S, Jacob B, Brant G, Charlotte C", 0
2022-12-06 14:35:05,2022-12-06 14:39:21,IP Address,*******,100,256,True,2022-12-06 14:39:21,R_2rxeF2ALQV4L3FW,*******,*******,*******,*******,*******,*******,anonymous,EN,"Risleyite
RisLord
RisOC
RisLexicon
Pool
T-Sub
Kommittee
RMASD
TVR
Cowcliffes
CLR
RisDining
InvisaRis
ForeverRis
Unka-Tunk
RPC
Little Pig Boy",I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I use this term,I use this term,I am not familiar with this term,Sophomore,1-2 years,No,2,5,5,6,5,Marc S,5,10,"Nick C, Nina S, Jacob B, Noam W, Willow M", 17
2022-12-06 15:45:24,2022-12-06 16:00:00,IP Address,*******,100,875,True,2022-12-06 16:00:00,R_2e3bB7g621Qp0un,*******,*******,*******,*******,*******,*******,anonymous,EN,"ris-slay, CLR, confessing love room, TVR, Cowcliffes, RisDining, RisLibrary, pool, ris purity test, auntie pru, cult, risoc, rislord, virgins, monks, squids, squidos",I use this term,I use this term,I use this term,I am not familiar with this term,"I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I am not familiar with this term,I use this term,I use this term,I use this term,I use this term,I am not familiar with this term,"I am familiar with this term, but do not use it",I use this term,"I am familiar with this term, but do not use it",Junior,1-2 years,Yes,3,3,4,6,5,Andreas P,4,15,"Nick C, Melanie G, Jacob B, Tasos S", 17
